index,sentence_1,sentence_2,calculated_similarity,actual_similarity
294,the mess is between the two of them,after all the mess is between the two of them,0.9718945,0.875
295,ireland  described as the republic of ireland  is a country in northwestern europe ,the country is sometimes called the republic of ireland but ireland is its official name ,0.8523989,0.875
296,opium is the dried latex obtained from opium poppies ,opium is a narcotic resin produced from opium poppies ,0.9255841,0.875
297,hold her neck with soft hands and kiss her on the back of her ear,hold hands snuggle give her kisses and hug her tightly,0.79692817,0.875
298,put the truck in reverse a little bit,back up the truck a bit,0.8023132,0.875
299,mick thomson was brought in to fill the open position on guitar ,mick thomson then joined the band to be the new guitarist ,0.71477085,0.875
300,the police there had a near miss with escanso last night,police yesterday narrowly missed the escansa,0.7147542,0.875
301,the institute for supply managements index of nonmanufacturing activity rose unexpectedly in april reports said,the institute for supply management said its index of nonmanufacturing activity rose to 507 from 479 in march,0.90116704,0.875
302,i enjoyed this second installment of the love at stake series maybe a little more than the first,the second book in the love at stake series is hugely entertaining and so much fun,0.84241325,0.875
303,all right well how do you feel about the navy,okay so what are your feelings for the navy,0.8827035,0.875
304,i need more help buddy,hmm need more help there buddy,0.90250736,0.875
305,a music stand is a device that holds sheet music in a position that allows the performer to read it while performing ,a music stand is something musicians can use to put sheet music on when they are performing ,0.83780915,0.875
306,the woman felt threatened and went to the magistrates office police said,the woman reported that she felt threatened and obtained a warrant for stackhouses arrest from the local magistrates office,0.86325955,0.875
307,hes a tribal leader of the lbs captain,captain this man is the lbo tribal leader,0.75353277,0.875
308,sometimes you may stay hard for too long,sometimes u will stay hard for to long,0.9090373,0.875
309,you figure this out all by yourself did you,did you find all this on your own,0.880665,0.875
310,the following names will be used for named storms that form in the north atlantic in 2010 ,these are the names that may get used in the 2010 atlantic hurricane season ,0.8240729,0.875
311,stay calm and things should go smoothly,just stay calm about it and hopefully everything will go smoothly,0.91642785,0.875
312,lenzburg has a total workforce of around 6000 ,about 6000 people work in lenzburg ,0.5304971,0.875
313,there is no blood relation so it is not like he is your blood brother,well theres no blood relation so no its nto like he is your blood brother,0.938806,0.875
314,judys alone on saturday lets make sure judy comes,judy is on saturday alone we have to get judy to come,0.8338999,0.875
315,the gang is widely known for its rivalry with the crips ,they are rivals with the crips  another street gang ,0.7578041,0.875
316,as of 2000 its population was 500265 ,new castle county had 500265 people in 2000 ,0.43621266,0.875
317,it is great take a look at my question,it rocks take a look at my question,0.9006642,0.875
318,so thats a million and thats a million and ill get a calculator out for this one right here,this is a million and so is this for an exact calculation to take out my calculator,0.80876994,0.875
319,another awesomely funny tale from molly harper,this is another wickedly amusing paranormal romance by molly harper,0.80429244,0.875
320,i cannot wait to read the next book,i cannot wait to read the second book,0.9632213,0.875
321,this is one of my new favorite series,definitely one of my new favourite series,0.87195605,0.875
322,the work is composed of 114 sayings ,there are 114 sayings in the text ,0.7024828,0.875
323,once a man is unfaithful they will always be unfaithful,once a cheater always a cheater,0.60241115,0.875
324,desdemona is an inner satellite of uranus ,desdemona is a closer moon to uranus ,0.46220684,0.875
325,he is a great player though i am a lions fan and prefer brett favre,he is a dream playeri am a lions fan and omg give us brett favre,0.8850201,0.875
326,sake is also referred to in english as rice wine ,sake is also called  rice wine  ,0.8764021,0.875
327,well u can try some p2p softwares like limewire ,use some good p2p softwares like warez or limewire,0.8880535,0.875
328,brother that is the sound of you being amazing,brother that is the sound of you rocking,0.88004696,0.875
329,the baby laughed in his car seat,a baby is laughing,0.643649,0.875
330,if the first question is answered in the affirmative,if the answer to question 1 is in the affirmative,0.9409841,0.875
331,defibrillation is the definitive treatment for the lifethreatening cardiac arrhythmias  ventricular fibrillation and pulseless ventricular tachycardia ,defibrillation is the act of defibrillating the heart to try treat ventricular fibrillation or pulseless ventricular tachycardia ,0.94693065,0.875
332,the population was 4871 at the 2000 census ,in 2000  4871 people lived there ,0.5081139,0.867
333,telemarketers who call numbers on the list after oct 1 could face fines of up to 11000 per call,under the law telemarketers who call numbers on the list can be fined up to 11000 for each violation,0.85968196,0.867
334,possibly it is similar to flying  you throw yourself at the ground and miss,maybe its like flyingyou throw yourself at the ground and miss,0.9228503,0.867
335,that made perfect sense from a legal perspective,in legal terms it makes perfect sense,0.84231174,0.867
336,on the left side below the big squares i wish you luck,left side below the big squares good luck,0.89995223,0.867
337,i missed it as well because i was working,i was working so i missed it too,0.9443533,0.867
338,if he does not respond accordingly continue to pursue someone else,if he doesnt respond well then so what you can find someone else,0.8673984,0.867
339,im very proud of the citizens of this state said gov john baldacci a casino foe,im very proud of the citizens of this state gov john baldacci said after votes from tuesdays referendum were counted,0.85166216,0.867
340,i can let your imagination fill in the rest,and ill leave the rest to your imagination,0.7742561,0.8440000000000001
341,the president of your country is going to be murdered in 24 hours,within 24 hours he will assassinate your president,0.7664324,0.8440000000000001
342,the basis of journalism 101 taught on the first day is if it bleeds it leads which is unfortunately true,journalism 101first day if it bleeds it leads sad but true,0.8830154,0.8440000000000001
343,no of course not but if your husband or wife caught you then it is,no ofcourse but if your husbandwife caught you then it is lol,0.8734491,0.8440000000000001
344,aside from people such as george bush and tony blair who possess the ability to destroy the planet using nuclear weapons,apart from people like tony blair  george bush hu kill the planet best with nuclear wepons etc,0.8457697,0.8440000000000001
