index,sentence_1,sentence_2,calculated_similarity,actual_similarity
266,"December to Dismember was a professional wrestling event that took place on December 9 , 1995 at the ECW Arena in Philadelphia , Pennsylvania .",December to Dismember was a professional wrestling event first held by the original Extreme Championship Wrestling in 1995 as a non-televised supercard .,0.9993891,0.875
267,It suddenly hit me just how wrong this was.,I was suddenly thinking how bad it was.,0.99858737,0.875
268,"However, that had already been said.",But that had already been said.,0.9998081,0.875
269,This format was adopted by European circuses at the turn of the 20th century .,During most of the 20th century this is what circuses were mostly like .,0.9909088,0.875
270,"Since 2003 , Red Hat has discontinued the Red Hat Linux line in favor of Red Hat Enterprise Linux for enterprise environments .",Red Hat then decided to discontinue a future release of Red Hat Linux and started the paid Red Hat Enterprise Linux instead .,0.99841106,0.875
271,"And now that you're together, it's just so great.",it's great that you guys are together.,0.9991739,0.875
272,"Though at $300 an hour,they don't come cheap.","they pay them 300 bucks an hour, they're not the cheapest.",0.99498516,0.875
273,"A boarding school is when the pupils sleep , eat and work in or near the school grounds .",A boarding school is a school where the students live and sleep at the school while going to their classes .,0.9991298,0.875
274,A woman is eating fish at a restaurant.,A woman eating a large fish in a restaurant.,0.9989065,0.875
275,Glove box is the first place they check.,they look in the glove compartment first.,0.99743336,0.875
276,"Similarly , katakana is usually used for country names , foreign places , and personal names .","Katakana is used to write words which have been borrowed from other languages , or to write foreign names and names of countries .",0.99574405,0.875
277,It was something my husband and I talked about.,we have often talked about such things with my husband.,0.9977296,0.875
278,putin stated that the russian government could withdraw from the treaty altogether if western nations refuse to ratify the amended treaty.,putin stated that russia could discard the treaty entirely if western nations refuse to ratify its amended version.,0.99990344,0.875
279,A strut bar is designed to reduce this strut tower flex by tying two parallel strut towers together .,A strut bar or strut brace is to prevent body roll by bracing the top of the strut towers together .,0.9990485,0.875
280,'Trayvon could have been me',Trayvon Martin could have been ...,0.99856687,0.875
281,We are not boring. Trust me.,: ) We're not boring...trust me.,0.99731135,0.875
282,The Wyngari are suffering a food shortage on their world.,the Wyngar world is suffering from a lack of food.,0.9989042,0.875
283,Perdita is an inner satellite of Uranus .,Perdita is a closer moon to Uranus .,0.9987768,0.875
284,Belinda is an inner satellite of the planet Uranus .,Belinda is a closer moon to Uranus .,0.998386,0.875
285,It was a good story.,i thought it was a good story.,0.9988788,0.875
286,Allsvenskan is the highest league in the league system of Swedish football .,Allsvenskan is a football league which is top division in Sweden .,0.9994844,0.875
287,The Buzz on Maggie is the second Disney Channel Original Series to be canceled after one season .,The Buzz on Maggie is a Disney Channel television series about a fly named Maggie .,0.99933124,0.875
288,It's just my friend Brit and I have this highly competitive relationship.,"Jen, I've got a very competitive relationship with my friend Brit.",0.9992638,0.875
289,The movie that I saw earlier is quiet weird at first but then it got funnier toward the middle.,I just saw that movie today is kinda weir at first than it gets funny towards the middle,0.9989934,0.875
290,I am making a big personal sacrifice to give you this information.,"by giving you the information, I'm taking a considerable personal sacrifice.",0.9991595,0.875
291,Mall attackers used 'less is more' strategy,"In Kenya, attackers used 'less is more' strategy",0.9971811,0.875
292,Stocks close 0.39% higher,Stocks close 2.47% higher,0.9995624,0.875
293,For more details please refer to the Guidelines for applicants.,further details can be found in the guidance for the applicant.,0.998927,0.875
294,The mess is between the two of them.,"after all, the mess is between the two of them.",0.99815035,0.875
295,"Ireland , described as the Republic of Ireland , is a country in northwestern Europe .",The country is sometimes called the Republic of Ireland but Ireland is its official name .,0.9986129,0.875
296,Opium is the dried latex obtained from opium poppies .,Opium is a narcotic resin produced from opium poppies .,0.9996785,0.875
297,Hold her neck with soft hands and kiss her on the back of her ear?,"Hold hands, snuggle, give her kisses, and hug her tightly.",0.99928284,0.875
298,Put the truck in reverse a little bit.,Back up the truck a bit.,0.9993117,0.875
299,Mick Thomson was brought in to fill the open position on guitar .,Mick Thomson then joined the band to be the new guitarist .,0.99899447,0.875
300,The police there had a near miss with Escanso last night.,police yesterday narrowly missed the Escansa.,0.9988005,0.875
301,"The Institute for Supply Management's index of nonmanufacturing activity rose unexpectedly in April, reports said.",The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March.,0.9975263,0.875
302,"I enjoyed this second installment of the Love At Stake series, maybe a little more than the first.",The second book in the Love at Stake series is hugely entertaining and so much fun!,0.99936104,0.875
303,"All right, well, how do you feel about the Navy?","okay, so what are your feelings for the Navy?",0.9973627,0.875
304,I need more help buddy.,Hmm... need more help there buddy.,0.9977881,0.875
305,A music stand is a device that holds sheet music in a position that allows the performer to read it while performing .,A music stand is something musicians can use to put sheet music on when they are performing .,0.9988476,0.875
306,"The woman felt threatened and went to the magistrate's office, police said.",The woman reported that she felt threatened and obtained a warrant for Stackhouse's arrest from the local magistrate's office.,0.9993992,0.875
307,"he's a tribal leader of the lbs, Captain.","Captain, this man is the lbo tribal leader.",0.99891233,0.875
308,"Sometimes, you may stay hard for too long.",sometimes u will stay hard for to long.,0.99000055,0.875
309,"You figure this out all by yourself, did you?",did you find all this on your own?,0.99908346,0.875
310,The following names will be used for named storms that form in the North Atlantic in 2010 .,These are the names that may get used in the 2010 Atlantic hurricane season .,0.9992293,0.875
311,Stay calm and things should go smoothly,just stay calm about it and hopefully everything will go smoothly.,0.998119,0.875
312,"Lenzburg has a total workforce of around 6,000 .","About 6,000 people work in Lenzburg .",0.9983478,0.875
313,"There is no blood relation, so it is not like he is your blood brother.",well theres no blood relation so no its nto like he is your blood brother,0.98916006,0.875
314,"Judy's alone on Saturday, let's make sure Judy comes.","Judy is on Saturday alone, we have to get Judy to come.",0.99970526,0.875
315,The gang is widely known for its rivalry with the Crips .,"They are rivals with the Crips , another street gang .",0.9995442,0.875
316,"As of 2000 its population was 500,265 .","New Castle County had 500,265 people in 2000 .",0.99851304,0.875
317,It is great! Take a look at my question.,it rocks take a look at my question,0.99924076,0.875
318,"So that's a million, and that's a million, and I'll get a calculator out for this one right here.","this is a million, and so is this, for an exact calculation to take out my calculator.",0.99874663,0.875
319,Another awesomely funny tale from Molly Harper.,This is another wickedly amusing paranormal romance by Molly Harper.,0.99888265,0.875
320,I cannot wait to read the next book!,I cannot wait to read the second book!!,0.9998975,0.875
321,This is one of my new favorite series.,Definitely one of my new favourite series!,0.999205,0.875
322,The work is composed of 114 sayings .,There are 114 sayings in the text .,0.9990151,0.875
323,"Once a man is unfaithful, they will always be unfaithful.","Once a cheater, always a cheater.",0.99886197,0.875
324,Desdemona is an inner satellite of Uranus .,Desdemona is a closer moon to Uranus .,0.99860823,0.875
325,"He is a great player, though I am a Lions fan and prefer Brett Favre.",He is a dream player...I am a Lions fan and OMG give us Brett Favre!,0.99810034,0.875
326,Sake is also referred to in English as rice wine .,Sake is also called `` rice wine '' .,0.99924386,0.875
327,well u can try some p2p softwares like limewire .,use some good p2p softwares like warez or limewire,0.99906516,0.875
328,"Brother, that is the sound of you being amazing!","Brother, that is the sound of YOU ROCKING!",0.9992051,0.875
329,The baby laughed in his car seat.,A baby is laughing.,0.9989143,0.875
330,If the first question is answered in the affirmative:,If the answer to Question 1 is in the affirmative:,0.9983891,0.875
331,"Defibrillation is the definitive treatment for the life-threatening cardiac arrhythmias , ventricular fibrillation and pulseless ventricular tachycardia .",Defibrillation is the act of defibrillating the heart to try treat ventricular fibrillation or pulseless ventricular tachycardia .,0.99947774,0.875
332,"The population was 4,871 at the 2000 census .","In 2000 , 4,871 people lived there .",0.9980483,0.867
